venta_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,descuento,total
V000460,C0122,P032,2023-09-12,5,276,0.0,1380.0
V000461,C0097,P046,2023-07-12,5,130,0.1,585.0
V000462,C0017,P026,2023-10-02,2,394,0.0,788.0
V000463,C0173,P005,2023-05-25,4,172,0.1,619.2
V000464,C0174,P019,2023-06-24,5,490,0.1,2205.0
V000465,C0166,P043,2024-11-13,3,346,0.05,986.1
V000466,C0077,P011,2023-01-22,2,326,0.05,619.4
V000467,C0194,P046,2023-05-14,3,130,0.1,351.0
V000468,C0186,P034,2024-03-17,2,478,0.0,956.0
V000469,C0080,P050,2023-09-15,1,176,0.05,167.2
V000470,C0011,P025,2023-10-26,4,266,0.0,1064.0
V000471,C0091,P049,2024-01-18,3,256,0.0,768.0
V000472,C0048,P026,2023-08-23,3,394,0.05,1122.9
V000473,C0140,P044,2023-07-11,3,432,0.0,1296.0
V000474,C0187,P002,2024-11-15,1,50,0.05,47.5
V000475,C0097,P020,2024-02-26,3,171,0.05,487.35
V000476,C0132,P037,2024-06-27,5,492,0.0,2460.0
V000477,C0198,P015,2023-04-22,3,223,0.0,669.0
V000478,C0143,P045,2024-05-27,5,349,0.0,1745.0
V000479,C0071,P022,2023-05-18,4,345,0.1,1242.0
V000480,C0179,P004,2024-11-20,3,499,0.0,1497.0
V000481,C0075,P044,2024-10-16,1,432,0.05,410.4
V000482,C0062,P014,2023-08-10,2,111,0.05,210.9
V000483,C0050,P034,2023-09-21,5,478,0.05,2270.5
V000484,C0182,P008,2024-02-09,2,442,0.0,884.0
V000485,C0027,P006,2023-04-07,5,90,0.05,427.5
V000486,C0135,P030,2023-05-07,5,121,0.0,605.0
V000487,C0156,P013,2023-09-04,5,274,0.0,1370.0
V000488,C0162,P044,2023-07-22,4,432,0.0,1728.0
V000489,C0035,P026,2024-10-21,3,394,0.0,1182.0
V000490,C0011,P027,2023-02-05,1,81,0.0,81.0
V000491,C0193,P040,2024-06-01,4,196,0.05,744.8
V000492,C0100,P007,2024-04-17,5,467,0.05,2218.25
V000493,C0200,P036,2024-06-21,1,258,0.0,258.0
V000494,C0048,P014,2023-01-28,1,111,0.1,99.9
V000495,C0028,P022,2024-02-29,1,345,0.1,310.5
V000496,C0033,P039,2024-06-20,1,185,0.0,185.0
V000497,C0177,P025,2023-12-08,4,266,0.1,957.6
V000498,C0180,P032,2023-09-28,3,276,0.1,745.2
V000499,C0031,P047,2024-03-01,1,91,0.1,81.9
V000500,C0175,P014,2024-02-06,3,111,0.1,299.7
V000501,C0089,P009,2023-03-01,1,331,0.05,314.45
V000502,C0155,P005,2023-05-07,5,172,0.1,774.0
V000503,C0198,P037,2023-10-21,1,492,0.1,442.8
V000504,C0075,P015,2023-08-25,4,223,0.1,802.8
V000505,C0123,P022,2023-01-28,5,345,0.0,1725.0
V000506,C0194,P027,2023-07-19,2,81,0.1,145.8
V000507,C0041,P014,2024-09-13,5,111,0.1,499.5
V000508,C0038,P005,2023-09-03,4,172,0.05,653.6
V000509,C0086,P022,2024-03-04,1,345,0.0,345.0
V000510,C0066,P003,2024-12-13,3,59,0.0,177.0
V000511,C0134,P035,2024-02-22,1,435,0.05,413.25
V000512,C0162,P002,2023-12-12,2,50,0.05,95.0
V000513,C0102,P028,2024-03-21,1,459,0.1,413.1
V000514,C0178,P007,2023-04-30,2,467,0.05,887.3
V000515,C0200,P002,2023-02-13,2,50,0.0,100.0
V000516,C0134,P014,2024-01-05,4,111,0.05,421.8
V000517,C0156,P006,2023-01-28,4,90,0.0,360.0
V000518,C0176,P030,2023-03-16,3,121,0.1,326.7
V000519,C0055,P007,2023-06-29,2,467,0.05,887.3
V000520,C0088,P023,2023-02-23,4,463,0.1,1666.8
V000521,C0141,P012,2024-03-22,5,415,0.0,2075.0
V000522,C0125,P041,2024-05-11,4,388,0.1,1396.8
V000523,C0165,P010,2024-09-28,2,496,0.1,892.8
V000524,C0068,P019,2023-02-11,1,490,0.0,490.0
V000525,C0078,P036,2023-01-06,5,258,0.05,1225.5
V000526,C0200,P013,2023-12-17,3,274,0.0,822.0
V000527,C0123,P043,2024-07-17,5,346,0.0,1730.0
V000528,C0105,P003,2023-08-06,2,59,0.1,106.2
V000529,C0096,P040,2023-05-08,1,196,0.0,196.0
V000530,C0171,P024,2024-04-07,1,99,0.1,89.1
V000531,C0013,P033,2024-01-13,5,100,0.1,450.0
V000532,C0182,P005,2023-10-24,3,172,0.1,464.4
V000533,C0047,P002,2024-04-08,3,50,0.1,135.0
V000534,C0043,P026,2024-09-04,5,394,0.1,1773.0
V000535,C0161,P027,2024-10-01,5,81,0.05,384.75
V000536,C0200,P043,2023-10-31,5,346,0.1,1557.0
V000537,C0155,P049,2024-09-06,4,256,0.0,1024.0
V000538,C0134,P019,2023-05-29,5,490,0.05,2327.5
V000539,C0149,P025,2024-10-14,5,266,0.0,1330.0
V000540,C0038,P022,2024-08-01,1,345,0.05,327.75
V000541,C0006,P050,2024-05-27,3,176,0.1,475.2
V000542,C0159,P013,2023-06-29,2,274,0.0,548.0
V000543,C0048,P050,2023-08-17,3,176,0.0,528.0
V000544,C0199,P028,2024-02-18,5,459,0.1,2065.5
V000545,C0015,P027,2024-09-29,1,81,0.1,72.9
V000546,C0122,P010,2024-02-12,1,496,0.05,471.2
V000547,C0196,P027,2023-02-01,4,81,0.0,324.0
V000548,C0192,P014,2023-11-13,5,111,0.1,499.5
V000549,C0059,P034,2024-09-13,2,478,0.05,908.2
V000550,C0172,P043,2024-09-08,3,346,0.1,934.2
V000551,C0063,P034,2023-05-22,5,478,0.0,2390.0
V000552,C0073,P001,2023-12-19,4,326,0.1,1173.6
V000553,C0031,P010,2024-12-12,5,496,0.1,2232.0
V000554,C0112,P022,2023-01-31,5,345,0.0,1725.0
V000555,C0104,P038,2024-01-03,5,134,0.1,603.0
V000556,C0038,P028,2024-11-07,3,459,0.0,1377.0
V000557,C0141,P025,2024-08-09,4,266,0.05,1010.8
V000558,C0105,P041,2023-03-16,2,388,0.0,776.0
V000559,C0144,P031,2024-03-12,1,286,0.1,257.4
V000560,C0176,P010,2023-07-14,5,496,0.05,2356.0
V000561,C0147,P022,2023-05-04,3,345,0.0,1035.0
V000562,C0199,P018,2024-02-13,5,167,0.0,835.0
V000563,C0062,P038,2023-11-15,5,134,0.05,636.5
V000564,C0161,P003,2023-01-31,2,59,0.05,112.1
V000565,C0193,P015,2023-01-02,1,223,0.1,200.7
V000566,C0132,P028,2024-09-06,4,459,0.05,1744.2
V000567,C0017,P004,2023-04-30,4,499,0.1,1796.4
V000568,C0052,P005,2023-03-25,2,172,0.1,309.6
V000569,C0086,P002,2023-02-19,1,50,0.05,47.5
V000570,C0136,P004,2024-09-18,3,499,0.0,1497.0
V000571,C0076,P041,2024-09-13,1,388,0.1,349.2
V000572,C0083,P004,2024-04-09,4,499,0.0,1996.0
V000573,C0162,P034,2023-07-20,5,478,0.05,2270.5
V000574,C0165,P027,2024-10-04,2,81,0.0,162.0
V000575,C0187,P024,2023-08-14,3,99,0.05,282.15
V000576,C0005,P032,2024-03-27,4,276,0.1,993.6
V000577,C0073,P026,2023-06-16,1,394,0.1,354.6
V000578,C0115,P009,2024-02-17,4,331,0.1,1191.6
V000579,C0034,P039,2023-05-21,3,185,0.0,555.0
V000580,C0143,P006,2024-05-18,4,90,0.05,342.0
V000581,C0013,P011,2024-08-01,5,326,0.0,1630.0
V000582,C0197,P050,2023-09-27,1,176,0.05,167.2
V000583,C0135,P044,2024-06-30,3,432,0.0,1296.0
V000584,C0050,P013,2023-07-27,4,274,0.0,1096.0
V000585,C0023,P009,2023-11-18,3,331,0.1,893.7
V000586,C0044,P013,2023-12-20,4,274,0.0,1096.0
V000587,C0120,P035,2023-03-23,4,435,0.0,1740.0
V000588,C0053,P011,2024-11-25,1,326,0.0,326.0
V000589,C0155,P011,2023-01-01,4,326,0.0,1304.0
V000590,C0057,P049,2024-03-08,2,256,0.1,460.8
V000591,C0172,P021,2023-05-16,4,159,0.05,604.2
V000592,C0140,P037,2023-12-20,4,492,0.0,1968.0
V000593,C0049,P014,2024-04-03,1,111,0.1,99.9
V000594,C0140,P019,2023-11-11,3,490,0.1,1323.0
V000595,C0013,P047,2023-06-22,5,91,0.05,432.25
V000596,C0013,P010,2024-02-10,3,496,0.1,1339.2
V000597,C0012,P007,2024-03-17,3,467,0.05,1330.95
V000598,C0014,P016,2024-04-07,2,167,0.1,300.6
V000599,C0065,P007,2024-02-12,4,467,0.1,1681.2
V000600,C0028,P010,2024-04-19,4,496,0.1,1785.6
V000601,C0132,P011,2023-07-11,1,326,0.0,326.0
V000602,C0042,P041,2023-04-05,4,388,0.1,1396.8
V000603,C0138,P012,2023-04-15,2,415,0.05,788.5
V000604,C0133,P027,2023-06-25,5,81,0.1,364.5
V000605,C0088,P048,2024-05-18,5,354,0.05,1681.5
V000606,C0060,P049,2024-03-12,2,256,0.1,460.8
V000607,C0063,P008,2024-06-11,2,442,0.1,795.6
V000608,C0175,P021,2024-02-23,1,159,0.05,151.05
V000609,C0059,P037,2024-04-05,1,492,0.05,467.4
V000610,C0180,P038,2024-07-11,4,134,0.05,509.2
V000611,C0175,P008,2024-04-09,4,442,0.1,1591.2
V000612,C0016,P026,2024-05-23,2,394,0.05,748.6
V000613,C0133,P050,2023-05-31,1,176,0.05,167.2
V000614,C0196,P001,2024-01-21,5,326,0.0,1630.0
V000615,C0022,P043,2023-06-25,2,346,0.0,692.0
V000616,C0162,P023,2023-12-02,2,463,0.0,926.0
V000617,C0101,P044,2024-11-06,3,432,0.0,1296.0
V000618,C0199,P022,2024-07-06,4,345,0.0,1380.0
V000619,C0176,P017,2024-02-19,5,86,0.0,430.0
V000620,C0188,P005,2024-06-19,2,172,0.0,344.0
V000621,C0147,P009,2023-12-02,5,331,0.05,1572.25
V000622,C0117,P049,2024-08-31,1,256,0.1,230.4
V000623,C0152,P035,2024-11-29,3,435,0.0,1305.0
V000624,C0111,P040,2024-09-15,5,196,0.05,931.0
V000625,C0140,P002,2023-06-12,2,50,0.0,100.0
V000626,C0085,P003,2024-09-11,2,59,0.1,106.2
V000627,C0139,P028,2024-09-04,3,459,0.1,1239.3
V000628,C0075,P042,2023-05-14,3,147,0.1,396.9
V000629,C0087,P048,2024-09-16,5,354,0.1,1593.0
V000630,C0162,P005,2024-10-24,1,172,0.05,163.4
V000631,C0089,P029,2024-10-03,5,148,0.1,666.0
V000632,C0118,P049,2023-02-06,4,256,0.0,1024.0
V000633,C0092,P012,2023-08-29,5,415,0.05,1971.25
V000634,C0115,P025,2024-05-04,2,266,0.1,478.8
V000635,C0197,P043,2023-07-11,1,346,0.1,311.4
V000636,C0116,P018,2024-01-25,1,167,0.1,150.3
V000637,C0017,P047,2024-10-04,4,91,0.05,345.8
V000638,C0157,P035,2024-05-19,4,435,0.1,1566.0
V000639,C0039,P040,2024-08-11,4,196,0.1,705.6
V000640,C0128,P046,2023-06-07,2,130,0.05,247.0
V000641,C0133,P037,2023-07-20,4,492,0.1,1771.2
V000642,C0010,P042,2024-06-28,3,147,0.1,396.9
V000643,C0135,P001,2024-02-13,2,326,0.1,586.8
V000644,C0161,P016,2024-01-13,1,167,0.1,150.3
V000645,C0069,P002,2024-11-10,3,50,0.05,142.5
V000646,C0098,P047,2024-09-26,3,91,0.1,245.7
V000647,C0117,P037,2023-02-09,1,492,0.1,442.8
V000648,C0032,P011,2023-10-14,5,326,0.0,1630.0
V000649,C0200,P048,2023-12-17,3,354,0.05,1008.9
V000650,C0065,P012,2024-06-20,4,415,0.05,1577.0
V000651,C0152,P026,2023-07-20,2,394,0.05,748.6
V000652,C0157,P019,2023-07-10,2,490,0.1,882.0
V000653,C0035,P044,2024-06-29,5,432,0.05,2052.0
V000654,C0101,P015,2023-07-19,5,223,0.1,1003.5
V000655,C0027,P022,2024-02-19,2,345,0.05,655.5
V000656,C0021,P044,2024-11-27,3,432,0.0,1296.0
V000657,C0137,P049,2023-12-12,4,256,0.0,1024.0
V000658,C0088,P025,2023-06-21,5,266,0.0,1330.0
V000659,C0104,P038,2023-08-15,2,134,0.05,254.6
V000660,C0136,P039,2024-12-03,3,185,0.0,555.0
V000661,C0058,P033,2023-04-19,5,100,0.1,450.0
V000662,C0101,P024,2024-01-10,1,99,0.1,89.1
V000663,C0126,P034,2023-09-27,4,478,0.1,1720.8
V000664,C0084,P002,2024-09-16,3,50,0.05,142.5
V000665,C0198,P044,2023-10-22,3,432,0.0,1296.0
V000666,C0002,P013,2023-11-10,5,274,0.0,1370.0
V000667,C0173,P033,2024-08-13,1,100,0.0,100.0
V000668,C0124,P039,2024-05-10,2,185,0.0,370.0
V000669,C0051,P034,2024-12-22,3,478,0.1,1290.6
V000670,C0061,P018,2023-02-08,1,167,0.05,158.65
V000671,C0054,P026,2023-11-11,1,394,0.05,374.3
V000672,C0076,P030,2023-04-21,3,121,0.05,344.85
V000673,C0052,P007,2023-08-10,2,467,0.05,887.3
V000674,C0159,P014,2024-03-05,4,111,0.1,399.6
V000675,C0135,P007,2023-09-01,4,467,0.05,1774.6
V000676,C0082,P003,2023-01-17,5,59,0.05,280.25
V000677,C0039,P045,2024-10-20,1,349,0.05,331.55
V000678,C0198,P006,2023-02-06,3,90,0.0,270.0
V000679,C0117,P025,2024-09-22,5,266,0.0,1330.0
V000680,C0179,P038,2024-06-20,4,134,0.1,482.4
V000681,C0016,P039,2023-05-15,4,185,0.0,740.0
V000682,C0070,P024,2023-05-13,2,99,0.1,178.2
V000683,C0135,P036,2023-12-23,4,258,0.0,1032.0
V000684,C0036,P022,2024-07-24,4,345,0.05,1311.0
V000685,C0015,P021,2024-08-20,5,159,0.05,755.25
V000686,C0194,P029,2024-07-05,4,148,0.05,562.4
V000687,C0077,P011,2023-05-22,4,326,0.1,1173.6
V000688,C0087,P033,2023-12-12,3,100,0.1,270.0
V000689,C0162,P022,2024-08-25,4,345,0.05,1311.0
V000690,C0082,P046,2024-09-20,3,130,0.0,390.0
V000691,C0129,P009,2023-11-08,5,331,0.0,1655.0
V000692,C0022,P045,2024-03-14,3,349,0.0,1047.0
V000693,C0035,P001,2023-02-10,1,326,0.0,326.0
V000694,C0079,P024,2024-10-16,2,99,0.1,178.2
V000695,C0166,P015,2023-03-16,2,223,0.0,446.0
V000696,C0165,P008,2023-11-30,3,442,0.0,1326.0
V000697,C0054,P001,2023-11-28,3,326,0.05,929.1
V000698,C0009,P034,2023-07-28,4,478,0.1,1720.8
V000699,C0189,P012,2024-11-29,1,415,0.05,394.25
V000700,C0078,P019,2024-06-16,5,490,0.1,2205.0
V000701,C0099,P025,2024-08-23,5,266,0.1,1197.0
V000702,C0126,P010,2024-05-26,2,496,0.05,942.4
V000703,C0115,P041,2024-03-27,3,388,0.1,1047.6
V000704,C0106,P010,2023-01-07,2,496,0.05,942.4
V000705,C0132,P048,2024-12-21,2,354,0.05,672.6
V000706,C0074,P014,2023-03-13,5,111,0.0,555.0
V000707,C0045,P046,2024-07-10,1,130,0.1,117.0
V000708,C0035,P013,2023-03-06,2,274,0.0,548.0
V000709,C0156,P010,2024-10-22,1,496,0.1,446.4
V000710,C0079,P040,2023-04-05,1,196,0.05,186.2
V000711,C0190,P001,2023-04-03,5,326,0.0,1630.0
V000712,C0107,P017,2024-05-16,2,86,0.0,172.0
V000713,C0184,P036,2024-04-19,3,258,0.0,774.0
V000714,C0137,P011,2024-04-27,4,326,0.1,1173.6
V000715,C0181,P006,2024-11-12,4,90,0.0,360.0
V000716,C0047,P023,2024-05-06,4,463,0.05,1759.4
V000717,C0067,P048,2024-01-07,5,354,0.1,1593.0
V000718,C0069,P031,2023-05-19,4,286,0.0,1144.0
V000719,C0147,P003,2023-11-30,2,59,0.1,106.2
V000720,C0024,P033,2024-11-16,4,100,0.05,380.0
V000721,C0169,P036,2023-09-04,1,258,0.05,245.1
V000722,C0014,P036,2023-07-06,4,258,0.0,1032.0
V000723,C0166,P031,2023-06-29,1,286,0.05,271.7
V000724,C0176,P014,2023-07-23,4,111,0.1,399.6
V000725,C0187,P014,2024-08-01,5,111,0.0,555.0
V000726,C0008,P021,2023-07-06,2,159,0.0,318.0
V000727,C0148,P037,2024-09-21,2,492,0.1,885.6
V000728,C0106,P011,2023-04-14,4,326,0.05,1238.8
V000729,C0169,P038,2023-03-19,3,134,0.0,402.0
V000730,C0142,P036,2023-05-28,2,258,0.0,516.0
V000731,C0084,P042,2024-01-08,2,147,0.1,264.6
V000732,C0139,P014,2023-11-24,5,111,0.05,527.25
V000733,C0069,P027,2023-05-06,4,81,0.1,291.6
V000734,C0166,P030,2024-05-19,2,121,0.0,242.0
V000735,C0101,P019,2023-09-11,1,490,0.1,441.0
V000736,C0086,P017,2023-09-17,5,86,0.05,408.5
V000737,C0157,P046,2023-04-30,2,130,0.05,247.0
V000738,C0155,P038,2024-03-25,1,134,0.0,134.0
V000739,C0147,P012,2024-03-26,1,415,0.0,415.0
V000740,C0015,P022,2023-09-10,5,345,0.05,1638.75
V000741,C0195,P034,2024-05-24,1,478,0.0,478.0
V000742,C0126,P046,2023-12-01,2,130,0.1,234.0
V000743,C0143,P034,2023-09-06,2,478,0.0,956.0
V000744,C0008,P044,2023-04-11,2,432,0.05,820.8
V000745,C0102,P047,2023-02-25,5,91,0.0,455.0
V000746,C0045,P003,2023-02-15,3,59,0.1,159.3
V000747,C0126,P039,2024-12-03,4,185,0.1,666.0
V000748,C0129,P033,2024-08-05,4,100,0.05,380.0
V000749,C0176,P014,2024-12-10,3,111,0.1,299.7
V000750,C0132,P023,2023-07-09,2,463,0.1,833.4
V000751,C0137,P026,2023-03-04,1,394,0.0,394.0
V000752,C0005,P018,2023-11-06,2,167,0.05,317.3
V000753,C0166,P006,2024-08-09,5,90,0.05,427.5
V000754,C0029,P030,2023-03-10,3,121,0.0,363.0
V000755,C0054,P047,2024-08-07,1,91,0.0,91.0
V000756,C0200,P010,2024-10-20,5,496,0.0,2480.0
V000757,C0200,P047,2024-08-23,3,91,0.1,245.7
V000758,C0007,P006,2023-11-07,2,90,0.05,171.0
V000759,C0071,P042,2024-06-07,2,147,0.0,294.0
V000760,C0157,P013,2023-01-06,5,274,0.05,1301.5
V000761,C0121,P006,2023-08-04,5,90,0.05,427.5
V000762,C0024,P039,2023-04-28,2,185,0.05,351.5
V000763,C0013,P041,2023-06-04,2,388,0.0,776.0
V000764,C0054,P011,2023-05-01,4,326,0.05,1238.8
V000765,C0120,P049,2024-11-07,2,256,0.0,512.0
V000766,C0030,P039,2024-11-20,1,185,0.0,185.0
V000767,C0029,P025,2024-02-17,1,266,0.0,266.0
V000768,C0047,P003,2023-05-04,5,59,0.1,265.5
V000769,C0009,P029,2023-05-20,3,148,0.1,399.6
V000770,C0191,P034,2024-03-24,2,478,0.0,956.0
V000771,C0160,P048,2023-08-08,1,354,0.05,336.3
V000772,C0147,P013,2024-03-17,4,274,0.05,1041.2
V000773,C0054,P035,2023-01-14,2,435,0.05,826.5
V000774,C0167,P043,2023-11-05,5,346,0.0,1730.0
V000775,C0039,P049,2023-10-16,2,256,0.0,512.0
V000776,C0024,P019,2023-01-24,5,490,0.1,2205.0
V000777,C0102,P041,2024-06-21,2,388,0.05,737.2
V000778,C0003,P037,2024-11-11,3,492,0.0,1476.0
V000779,C0039,P039,2023-10-21,4,185,0.0,740.0
V000780,C0005,P038,2023-07-18,3,134,0.05,381.9
V000781,C0185,P025,2023-03-09,1,266,0.0,266.0
V000782,C0184,P043,2024-08-05,5,346,0.05,1643.5
V000783,C0033,P050,2024-12-12,5,176,0.05,836.0
V000784,C0005,P050,2023-04-10,2,176,0.05,334.4
V000785,C0031,P010,2023-10-10,2,496,0.05,942.4
V000786,C0092,P036,2023-12-01,5,258,0.05,1225.5
V000787,C0100,P020,2023-05-14,2,171,0.0,342.0
V000788,C0067,P005,2023-06-09,1,172,0.0,172.0
V000789,C0124,P004,2024-03-08,1,499,0.05,474.05
V000790,C0158,P011,2024-05-05,2,326,0.1,586.8
V000791,C0127,P018,2023-03-03,2,167,0.1,300.6
V000792,C0159,P004,2024-03-29,1,499,0.05,474.05
V000793,C0110,P038,2023-01-23,4,134,0.0,536.0
V000794,C0034,P009,2023-10-16,5,331,0.1,1489.5
V000795,C0028,P022,2023-11-24,3,345,0.0,1035.0
V000796,C0176,P041,2024-10-19,1,388,0.0,388.0
V000797,C0180,P046,2023-10-20,1,130,0.0,130.0
V000798,C0016,P008,2023-01-18,5,442,0.05,2099.5
V000799,C0104,P032,2024-07-31,4,276,0.05,1048.8
V000800,C0109,P020,2024-09-29,1,171,0.05,162.45
V000801,C0114,P038,2024-11-24,3,134,0.05,381.9
V000802,C0073,P028,2023-06-26,2,459,0.05,872.1
V000803,C0123,P007,2023-05-21,3,467,0.05,1330.95
V000804,C0112,P001,2023-04-24,1,326,0.1,293.4
V000805,C0016,P050,2023-05-02,5,176,0.0,880.0
V000806,C0010,P014,2023-01-28,4,111,0.1,399.6
V000807,C0059,P007,2024-04-05,4,467,0.05,1774.6
V000808,C0196,P006,2024-05-15,2,90,0.05,171.0
V000809,C0133,P003,2024-07-11,1,59,0.1,53.1
V000810,C0025,P047,2024-11-17,3,91,0.05,259.35
V000811,C0028,P010,2024-08-29,1,496,0.1,446.4
V000812,C0028,P022,2024-12-22,1,345,0.05,327.75
V000813,C0022,P013,2024-06-04,1,274,0.05,260.3
V000814,C0116,P007,2023-09-10,1,467,0.05,443.65
V000815,C0183,P015,2023-12-07,1,223,0.0,223.0
V000816,C0074,P024,2024-06-27,3,99,0.05,282.15
V000817,C0077,P013,2024-02-15,2,274,0.0,548.0
V000818,C0181,P013,2023-01-26,1,274,0.1,246.6
V000819,C0112,P012,2023-12-24,5,415,0.1,1867.5
V000820,C0174,P023,2024-04-02,4,463,0.1,1666.8
V000821,C0110,P039,2023-09-17,4,185,0.0,740.0
V000822,C0053,P008,2024-07-28,1,442,0.05,419.9
V000823,C0051,P043,2023-07-25,5,346,0.05,1643.5
V000824,C0041,P029,2023-09-18,4,148,0.05,562.4
V000825,C0112,P010,2023-03-22,3,496,0.1,1339.2
V000826,C0017,P034,2023-09-04,2,478,0.1,860.4
V000827,C0122,P002,2023-02-02,1,50,0.05,47.5
V000828,C0104,P027,2024-03-11,1,81,0.05,76.95
V000829,C0085,P041,2024-08-26,1,388,0.0,388.0
V000830,C0030,P004,2024-04-02,5,499,0.05,2370.25
V000831,C0171,P030,2023-05-08,3,121,0.0,363.0
V000832,C0006,P048,2024-11-01,3,354,0.1,955.8
V000833,C0061,P035,2024-07-19,1,435,0.1,391.5
V000834,C0145,P049,2024-12-17,3,256,0.1,691.2
V000835,C0001,P021,2023-09-13,1,159,0.05,151.05
V000836,C0045,P003,2023-09-19,5,59,0.1,265.5
V000837,C0129,P003,2024-08-26,3,59,0.1,159.3
V000838,C0154,P032,2024-02-09,5,276,0.1,1242.0
V000839,C0127,P041,2023-08-18,1,388,0.0,388.0
V000840,C0119,P038,2024-03-25,1,134,0.05,127.3
V000841,C0098,P039,2024-07-23,3,185,0.0,555.0
V000842,C0106,P025,2023-04-12,2,266,0.0,532.0
V000843,C0125,P019,2023-02-20,4,490,0.05,1862.0
V000844,C0147,P018,2023-09-12,2,167,0.0,334.0
V000845,C0196,P021,2024-03-23,2,159,0.0,318.0
V000846,C0189,P045,2024-06-11,5,349,0.1,1570.5
V000847,C0075,P038,2024-08-05,1,134,0.1,120.6
V000848,C0115,P001,2023-03-10,3,326,0.0,978.0
V000849,C0111,P043,2023-05-23,1,346,0.0,346.0
V000850,C0120,P004,2024-06-11,4,499,0.1,1796.4
V000851,C0044,P007,2023-04-02,4,467,0.0,1868.0
V000852,C0041,P043,2024-11-12,1,346,0.1,311.4
V000853,C0170,P041,2023-09-23,1,388,0.1,349.2
V000854,C0022,P016,2024-01-14,5,167,0.1,751.5
V000855,C0132,P039,2024-05-31,5,185,0.05,878.75
V000856,C0038,P008,2023-03-27,4,442,0.0,1768.0
V000857,C0188,P035,2024-05-30,5,435,0.05,2066.25
V000858,C0170,P033,2023-02-01,1,100,0.1,90.0
V000859,C0103,P017,2023-11-08,5,86,0.0,430.0
V000860,C0042,P049,2023-05-04,4,256,0.05,972.8
V000861,C0134,P033,2023-08-27,5,100,0.05,475.0
V000862,C0130,P024,2024-03-24,1,99,0.1,89.1
V000863,C0045,P004,2023-01-27,3,499,0.1,1347.3
V000864,C0012,P027,2024-04-30,3,81,0.05,230.85
V000865,C0171,P006,2023-07-04,2,90,0.05,171.0
V000866,C0145,P006,2023-11-03,5,90,0.05,427.5
V000867,C0024,P049,2024-10-25,1,256,0.0,256.0
V000868,C0131,P032,2024-11-21,5,276,0.05,1311.0
V000869,C0043,P039,2024-11-17,4,185,0.1,666.0
V000870,C0130,P010,2024-04-19,4,496,0.1,1785.6
V000871,C0172,P031,2024-11-11,1,286,0.05,271.7
V000872,C0012,P038,2023-12-30,2,134,0.1,241.2
V000873,C0031,P017,2023-04-01,5,86,0.05,408.5
V000874,C0029,P023,2024-03-13,1,463,0.05,439.85
V000875,C0142,P042,2023-09-12,2,147,0.05,279.3
V000876,C0073,P044,2024-12-08,5,432,0.1,1944.0
V000877,C0058,P022,2024-01-22,3,345,0.0,1035.0
V000878,C0200,P030,2024-08-17,4,121,0.0,484.0
V000879,C0075,P041,2023-02-16,5,388,0.05,1843.0
V000880,C0180,P041,2023-10-17,5,388,0.05,1843.0
V000881,C0099,P035,2023-09-12,3,435,0.1,1174.5
V000882,C0110,P002,2023-09-30,4,50,0.1,180.0
V000883,C0080,P010,2023-03-08,4,496,0.0,1984.0
V000884,C0040,P036,2023-12-13,1,258,0.05,245.1
V000885,C0037,P011,2023-12-31,5,326,0.0,1630.0
V000886,C0162,P027,2023-10-09,5,81,0.1,364.5
V000887,C0033,P001,2024-05-29,5,326,0.0,1630.0
V000888,C0069,P035,2024-02-14,5,435,0.1,1957.5
V000889,C0129,P015,2024-09-20,1,223,0.05,211.85
V000890,C0036,P017,2024-02-09,4,86,0.0,344.0
V000891,C0193,P034,2024-03-31,5,478,0.1,2151.0
V000892,C0018,P028,2023-01-23,5,459,0.0,2295.0
V000893,C0023,P020,2023-03-17,2,171,0.0,342.0
V000894,C0151,P049,2023-09-12,3,256,0.1,691.2
V000895,C0194,P039,2024-10-17,2,185,0.0,370.0
V000896,C0183,P027,2023-04-21,2,81,0.0,162.0
V000897,C0122,P047,2024-02-22,1,91,0.05,86.45
V000898,C0048,P016,2023-02-14,3,167,0.05,475.95
V000899,C0143,P033,2023-04-07,4,100,0.05,380.0
V000900,C0200,P045,2023-01-23,2,349,0.05,663.1
V000901,C0072,P049,2023-11-06,4,256,0.0,1024.0
V000902,C0068,P008,2024-09-23,1,442,0.05,419.9
V000903,C0082,P042,2023-02-02,2,147,0.1,264.6
V000904,C0075,P018,2023-01-29,5,167,0.05,793.25
V000905,C0103,P005,2024-04-26,4,172,0.1,619.2
V000906,C0017,P050,2024-06-12,2,176,0.1,316.8
V000907,C0067,P039,2024-07-05,5,185,0.1,832.5
V000908,C0162,P003,2024-07-13,5,59,0.1,265.5
V000909,C0001,P026,2024-04-17,5,394,0.0,1970.0
V000910,C0025,P018,2023-03-23,4,167,0.05,634.6
V000911,C0106,P034,2023-04-18,2,478,0.05,908.2
V000912,C0160,P012,2024-02-08,4,415,0.05,1577.0
V000913,C0140,P028,2024-09-23,5,459,0.1,2065.5
V000914,C0064,P045,2024-08-18,4,349,0.1,1256.4
V000915,C0159,P036,2024-03-26,3,258,0.1,696.6
V000916,C0098,P037,2023-11-16,1,492,0.05,467.4
V000917,C0088,P038,2023-09-25,3,134,0.1,361.8
V000918,C0013,P008,2023-05-08,5,442,0.0,2210.0
V000919,C0185,P039,2024-11-26,2,185,0.0,370.0
